,no_sd,focal_species,treatment_level,yes_n,no_n,organ,no_mean,treatment,invasive_species,interaction_type,yes_sd,yes_mean,study_id,native_functional_group,invasive_functional_group,latitude,longitude,collection_year
1489,0.520515001,Pseudoroegneria spicata,LHK_yes_PTP_no,10,10,Shoot mass,0.429333333,population,Centaurea stoebe,interaction,0.086267027,1.592,Gibson et al. 2016,grass,non-leguminous forb,46.8619,113.9846,2011
1490,1.126929974,Pseudoroegneria spicata,LHP_yes_LNFK_no,10,10,Shoot mass,0.9495,population,Centaurea stoebe,interaction,0.593238204,0.6253,Gibson et al. 2016,grass,non-leguminous forb,46.8619,113.9846,2011
1491,0.532633333,Pseudoroegneria spicata,LHP_yes_MCLK_no,10,10,Shoot mass,0.518625,population,Centaurea stoebe,interaction,0.593238204,0.6253,Gibson et al. 2016,grass,non-leguminous forb,46.8619,113.9846,2011
1492,0.571027544,Pseudoroegneria spicata,LHP_yes_MMK_no,10,10,Shoot mass,0.5503,population,Centaurea stoebe,interaction,0.593238204,0.6253,Gibson et al. 2016,grass,non-leguminous forb,46.8619,113.9846,2011
1493,1.141931171,Pseudoroegneria spicata,LHP_yes_PTK_no,10,10,Shoot mass,1.268,population,Centaurea stoebe,interaction,0.593238204,0.6253,Gibson et al. 2016,grass,non-leguminous forb,46.8619,113.9846,2011
1494,1.126929974,Pseudoroegneria spicata,LHP#1_yes_LNFK_no,10,10,Shoot mass,0.9495,population,Centaurea stoebe,interaction,0.427462571,0.40125,Gibson et al. 2016,grass,non-leguminous forb,46.8619,113.9846,2011
1495,0.532633333,Pseudoroegneria spicata,LHP#1_yes_MCLK_no,10,10,Shoot mass,0.518625,population,Centaurea stoebe,interaction,0.427462571,0.40125,Gibson et al. 2016,grass,non-leguminous forb,46.8619,113.9846,2011
1496,0.571027544,Pseudoroegneria spicata,LHP#1_yes_MMK_no,10,10,Shoot mass,0.5503,population,Centaurea stoebe,interaction,0.427462571,0.40125,Gibson et al. 2016,grass,non-leguminous forb,46.8619,113.9846,2011
1497,1.141931171,Pseudoroegneria spicata,LHP#1_yes_PTK_no,10,10,Shoot mass,1.268,population,Centaurea stoebe,interaction,0.427462571,0.40125,Gibson et al. 2016,grass,non-leguminous forb,46.8619,113.9846,2011
1498,0.049893219,Pseudoroegneria spicata,LNFK_yes_MCLP_no,10,10,Shoot mass,0.120666667,population,Centaurea stoebe,interaction,1.126929974,0.9495,Gibson et al. 2016,grass,non-leguminous forb,46.8619,113.9846,2011
1499,0.517468195,Pseudoroegneria spicata,LNFK_yes_MJP_no,10,10,Shoot mass,0.42,population,Centaurea stoebe,interaction,1.126929974,0.9495,Gibson et al. 2016,grass,non-leguminous forb,46.8619,113.9846,2011
1500,0.722076912,Pseudoroegneria spicata,LNFK_yes_MMP_no,10,10,Shoot mass,0.6202,population,Centaurea stoebe,interaction,1.126929974,0.9495,Gibson et al. 2016,grass,non-leguminous forb,46.8619,113.9846,2011
1501,0.520515001,Pseudoroegneria spicata,LNFK_yes_PTP_no,10,10,Shoot mass,0.429333333,population,Centaurea stoebe,interaction,1.126929974,0.9495,Gibson et al. 2016,grass,non-leguminous forb,46.8619,113.9846,2011
1502,0.049893219,Pseudoroegneria spicata,MCLK_yes_MCLP_no,10,10,Shoot mass,0.120666667,population,Centaurea stoebe,interaction,0.532633333,0.518625,Gibson et al. 2016,grass,non-leguminous forb,46.8619,113.9846,2011
1503,0.517468195,Pseudoroegneria spicata,MCLK_yes_MJP_no,10,10,Shoot mass,0.42,population,Centaurea stoebe,interaction,0.532633333,0.518625,Gibson et al. 2016,grass,non-leguminous forb,46.8619,113.9846,2011
1504,0.722076912,Pseudoroegneria spicata,MCLK_yes_MMP_no,10,10,Shoot mass,0.6202,population,Centaurea stoebe,interaction,0.532633333,0.518625,Gibson et al. 2016,grass,non-leguminous forb,46.8619,113.9846,2011
1505,0.520515001,Pseudoroegneria spicata,MCLK_yes_PTP_no,10,10,Shoot mass,0.429333333,population,Centaurea stoebe,interaction,0.532633333,0.518625,Gibson et al. 2016,grass,non-leguminous forb,46.8619,113.9846,2011
1506,0.571027544,Pseudoroegneria spicata,MCLP_yes_MMK_no,10,10,Shoot mass,0.5503,population,Centaurea stoebe,interaction,0.049893219,0.120666667,Gibson et al. 2016,grass,non-leguminous forb,46.8619,113.9846,2011
1507,1.141931171,Pseudoroegneria spicata,MCLP_yes_PTK_no,10,10,Shoot mass,1.268,population,Centaurea stoebe,interaction,0.049893219,0.120666667,Gibson et al. 2016,grass,non-leguminous forb,46.8619,113.9846,2011
1508,0.571027544,Pseudoroegneria spicata,MJP_yes_MMK_no,10,10,Shoot mass,0.5503,population,Centaurea stoebe,interaction,0.517468195,0.42,Gibson et al. 2016,grass,non-leguminous forb,46.8619,113.9846,2011
1509,1.141931171,Pseudoroegneria spicata,MJP_yes_PTK_no,10,10,Shoot mass,1.268,population,Centaurea stoebe,interaction,0.517468195,0.42,Gibson et al. 2016,grass,non-leguminous forb,46.8619,113.9846,2011
1510,0.722076912,Pseudoroegneria spicata,MMK_yes_MMP_no,10,10,Shoot mass,0.6202,population,Centaurea stoebe,interaction,0.571027544,0.5503,Gibson et al. 2016,grass,non-leguminous forb,46.8619,113.9846,2011
1511,0.520515001,Pseudoroegneria spicata,MMK_yes_PTP_no,10,10,Shoot mass,0.429333333,population,Centaurea stoebe,interaction,0.571027544,0.5503,Gibson et al. 2016,grass,non-leguminous forb,46.8619,113.9846,2011
1512,1.141931171,Pseudoroegneria spicata,MMP_yes_PTK_no,10,10,Shoot mass,1.268,population,Centaurea stoebe,interaction,0.722076912,0.6202,Gibson et al. 2016,grass,non-leguminous forb,46.8619,113.9846,2011
1513,0.520515001,Pseudoroegneria spicata,PTK_yes_PTP_no,10,10,Shoot mass,0.429333333,population,Centaurea stoebe,interaction,1.141931171,1.268,Gibson et al. 2016,grass,non-leguminous forb,46.8619,113.9846,2011
1514,0.174308156,Anthriscus sylvestris,Activated carbon,17,17,Shoot mass,0.18,soil addition,Lupinus polyphyllus,control_alone,0.128162557,0.193846154,Lyytinen & Lindstrom 2019,non-leguminous forb,legumious forb,62.2426,25.7473,2013
1515,0.171935506,Anthriscus sylvestris,Control,17,17,Shoot mass,0.212727273,soil addition,Lupinus polyphyllus,control_alone,0.168135197,0.182222222,Lyytinen & Lindstrom 2019,non-leguminous forb,legumious forb,62.2426,25.7473,2013
1516,0.246149514,Anthriscus sylvestris,Fertilizer,17,17,Shoot mass,0.291875,soil addition,Lupinus polyphyllus,control_alone,0.177360701,0.1625,Lyytinen & Lindstrom 2019,non-leguminous forb,legumious forb,62.2426,25.7473,2013
1517,0.090141303,Anthriscus sylvestris,Activated carbon,13,13,Shoot mass,0.106363636,soil addition,Lupinus polyphyllus,interaction,0.196201567,0.212142857,Lyytinen & Lindstrom 2019,non-leguminous forb,legumious forb,62.2426,25.7473,2013
1518,0.12660086,Anthriscus sylvestris,Control,13,13,Shoot mass,0.145,soil addition,Lupinus polyphyllus,interaction,0.059338951,0.071,Lyytinen & Lindstrom 2019,non-leguminous forb,legumious forb,62.2426,25.7473,2013
1519,0.380722996,Anthriscus sylvestris,Fertilizer,13,13,Shoot mass,0.373333333,soil addition,Lupinus polyphyllus,interaction,0.119734555,0.171818182,Lyytinen & Lindstrom 2019,non-leguminous forb,legumious forb,62.2426,25.7473,2013
1520,6.068345738,Bothriochloa insculpta,high water - high nutrients,5,5,Shoot mass,29.352,water and nutrients,Parthenium hysterophorus,control_alone,4.614377531,18.466,Oduor 2021,grass,non-leguminous forb,1.373,36.8529,2018
1521,3.463389958,Bothriochloa insculpta,high water - low nutrients,5,5,Shoot mass,17.852,water and nutrients,Parthenium hysterophorus,control_alone,10.84651695,21.796,Oduor 2021,grass,non-leguminous forb,1.373,36.8529,2018
1522,9.138960554,Bothriochloa insculpta,high water - None,5,5,Shoot mass,23.97,water and nutrients,Parthenium hysterophorus,control_alone,9.309035038,22.73333333,Oduor 2021,grass,non-leguminous forb,1.373,36.8529,2018
1523,4.105652202,Bothriochloa insculpta,low water - high nutrients,5,5,Shoot mass,14.854,water and nutrients,Parthenium hysterophorus,control_alone,9.587743739,22.554,Oduor 2021,grass,non-leguminous forb,1.373,36.8529,2018
1524,5.991829437,Bothriochloa insculpta,low water - low nutrients,5,5,Shoot mass,11.768,water and nutrients,Parthenium hysterophorus,control_alone,4.754783907,12.332,Oduor 2021,grass,non-leguminous forb,1.373,36.8529,2018
1525,5.062066772,Bothriochloa insculpta,low water - None,5,5,Shoot mass,22.698,water and nutrients,Parthenium hysterophorus,control_alone,6.215468607,18.815,Oduor 2021,grass,non-leguminous forb,1.373,36.8529,2018
1526,6.401638853,Bothriochloa insculpta,high water - high nutrients,5,5,Shoot mass,20.856,water and nutrients,Parthenium hysterophorus,interaction,5.067373087,19.538,Oduor 2021,grass,non-leguminous forb,1.373,36.8529,2018
1527,6.260246002,Bothriochloa insculpta,high water - low nutrients,5,5,Shoot mass,11.184,water and nutrients,Parthenium hysterophorus,interaction,5.744692478,22.4125,Oduor 2021,grass,non-leguminous forb,1.373,36.8529,2018
1528,5.710443941,Bothriochloa insculpta,high water - None,5,5,Shoot mass,12.148,water and nutrients,Parthenium hysterophorus,interaction,4.716402231,13.255,Oduor 2021,grass,non-leguminous forb,1.373,36.8529,2018
1529,5.895159031,Bothriochloa insculpta,low water - high nutrients,5,5,Shoot mass,15.12,water and nutrients,Parthenium hysterophorus,interaction,10.74389245,18.6425,Oduor 2021,grass,non-leguminous forb,1.373,36.8529,2018
1530,2.332708726,Bothriochloa insculpta,low water - low nutrients,5,5,Shoot mass,13.156,water and nutrients,Parthenium hysterophorus,interaction,7.735631842,11.6,Oduor 2021,grass,non-leguminous forb,1.373,36.8529,2018
1531,7.078050579,Bothriochloa insculpta,low water - None,5,5,Shoot mass,16.05,water and nutrients,Parthenium hysterophorus,interaction,0.410121933,7.6,Oduor 2021,grass,non-leguminous forb,1.373,36.8529,2018
1532,6.379077781,Cynodon dactylon,high water - high nutrients,5,5,Shoot mass,23.70333333,water and nutrients,Parthenium hysterophorus,control_alone,8.07676245,20.4475,Oduor 2021,grass,non-leguminous forb,1.373,36.8529,2018
1533,4.254953584,Cynodon dactylon,high water - low nutrients,5,5,Shoot mass,13.826,water and nutrients,Parthenium hysterophorus,control_alone,13.40211998,26.038,Oduor 2021,grass,non-leguminous forb,1.373,36.8529,2018
1534,7.641367133,Cynodon dactylon,high water - None,5,5,Shoot mass,18.8225,water and nutrients,Parthenium hysterophorus,control_alone,7.085943833,13.56,Oduor 2021,grass,non-leguminous forb,1.373,36.8529,2018
1535,10.04166072,Cynodon dactylon,low water - high nutrients,5,5,Shoot mass,18.86,water and nutrients,Parthenium hysterophorus,control_alone,3.75493786,21.9525,Oduor 2021,grass,non-leguminous forb,1.373,36.8529,2018
1536,5.660494678,Cynodon dactylon,low water - low nutrients,5,5,Shoot mass,19.15,water and nutrients,Parthenium hysterophorus,control_alone,5.900641491,16.802,Oduor 2021,grass,non-leguminous forb,1.373,36.8529,2018
1537,1.031634625,Cynodon dactylon,low water - None,5,5,Shoot mass,13.072,water and nutrients,Parthenium hysterophorus,control_alone,2.249226534,14.282,Oduor 2021,grass,non-leguminous forb,1.373,36.8529,2018
1538,7.173928491,Cynodon dactylon,high water - high nutrients,5,5,Shoot mass,10.16,water and nutrients,Parthenium hysterophorus,interaction,15.98484126,18.03,Oduor 2021,grass,non-leguminous forb,1.373,36.8529,2018
1539,4.283668988,Cynodon dactylon,high water - low nutrients,5,5,Shoot mass,9.818,water and nutrients,Parthenium hysterophorus,interaction,9.66835922,16.078,Oduor 2021,grass,non-leguminous forb,1.373,36.8529,2018
1540,2.161933934,Cynodon dactylon,high water - None,5,5,Shoot mass,7.8275,water and nutrients,Parthenium hysterophorus,interaction,5.773272902,13.294,Oduor 2021,grass,non-leguminous forb,1.373,36.8529,2018
1541,3.84864002,Cynodon dactylon,low water - high nutrients,5,5,Shoot mass,7.004,water and nutrients,Parthenium hysterophorus,interaction,7.182901224,10.512,Oduor 2021,grass,non-leguminous forb,1.373,36.8529,2018
1542,4.977162846,Cynodon dactylon,low water - low nutrients,5,5,Shoot mass,8.08,water and nutrients,Parthenium hysterophorus,interaction,6.980176693,12.86,Oduor 2021,grass,non-leguminous forb,1.373,36.8529,2018
1543,8.072204883,Cynodon dactylon,low water - None,5,5,Shoot mass,14.7975,water and nutrients,Parthenium hysterophorus,interaction,4.107515064,7.424,Oduor 2021,grass,non-leguminous forb,1.373,36.8529,2018
1544,2.300669468,Leonotis nepetifolia,high water - high nutrients,5,5,Shoot mass,7.376,water and nutrients,Parthenium hysterophorus,control_alone,1.572122769,8.208,Oduor 2021,non-leguminous forb,non-leguminous forb,1.373,36.8529,2018
1545,3.29243375,Leonotis nepetifolia,high water - low nutrients,5,5,Shoot mass,6.968,water and nutrients,Parthenium hysterophorus,control_alone,3.181917661,5.17,Oduor 2021,non-leguminous forb,non-leguminous forb,1.373,36.8529,2018
1546,3.353888788,Leonotis nepetifolia,high water - None,5,5,Shoot mass,6.282,water and nutrients,Parthenium hysterophorus,control_alone,2.512064224,7.95,Oduor 2021,non-leguminous forb,non-leguminous forb,1.373,36.8529,2018
1547,0.699985714,Leonotis nepetifolia,low water - high nutrients,5,5,Shoot mass,6.686,water and nutrients,Parthenium hysterophorus,control_alone,3.694180559,7.818,Oduor 2021,non-leguminous forb,non-leguminous forb,1.373,36.8529,2018
1548,1.966087485,Leonotis nepetifolia,low water - low nutrients,5,5,Shoot mass,7.485,water and nutrients,Parthenium hysterophorus,control_alone,2.267670611,6.836,Oduor 2021,non-leguminous forb,non-leguminous forb,1.373,36.8529,2018
1549,3.038782651,Leonotis nepetifolia,low water - None,5,5,Shoot mass,8.55,water and nutrients,Parthenium hysterophorus,control_alone,3.117952854,6.876,Oduor 2021,non-leguminous forb,non-leguminous forb,1.373,36.8529,2018
1550,5.05171555,Leonotis nepetifolia,high water - high nutrients,5,5,Shoot mass,7.284,water and nutrients,Parthenium hysterophorus,interaction,3.741225735,7.892,Oduor 2021,non-leguminous forb,non-leguminous forb,1.373,36.8529,2018
1551,1.226794604,Leonotis nepetifolia,high water - low nutrients,5,5,Shoot mass,7.0525,water and nutrients,Parthenium hysterophorus,interaction,3.881510015,6.288,Oduor 2021,non-leguminous forb,non-leguminous forb,1.373,36.8529,2018
1552,4.607626287,Leonotis nepetifolia,high water - None,5,5,Shoot mass,7.282,water and nutrients,Parthenium hysterophorus,interaction,2.653417608,7.9125,Oduor 2021,non-leguminous forb,non-leguminous forb,1.373,36.8529,2018
1553,0.805563985,Leonotis nepetifolia,low water - high nutrients,5,5,Shoot mass,5.606666667,water and nutrients,Parthenium hysterophorus,interaction,3.133986279,4.312,Oduor 2021,non-leguminous forb,non-leguminous forb,1.373,36.8529,2018
1554,2.981098791,Leonotis nepetifolia,low water - low nutrients,5,5,Shoot mass,5.58,water and nutrients,Parthenium hysterophorus,interaction,1.525327834,4.2675,Oduor 2021,non-leguminous forb,non-leguminous forb,1.373,36.8529,2018
1555,3.358270388,Leonotis nepetifolia,low water - None,5,5,Shoot mass,4.294,water and nutrients,Parthenium hysterophorus,interaction,1.763184619,3.828,Oduor 2021,non-leguminous forb,non-leguminous forb,1.373,36.8529,2018
1556,3.436214487,Ocimum gratissimum,high water - high nutrients,5,5,Shoot mass,14.942,water and nutrients,Parthenium hysterophorus,control_alone,3.624283377,14.104,Oduor 2021,non-leguminous forb,non-leguminous forb,1.373,36.8529,2018
1557,12.7576769,Ocimum gratissimum,high water - low nutrients,5,5,Shoot mass,17.182,water and nutrients,Parthenium hysterophorus,control_alone,3.7158606,10.682,Oduor 2021,non-leguminous forb,non-leguminous forb,1.373,36.8529,2018
1558,3.397640112,Ocimum gratissimum,high water - None,5,5,Shoot mass,13.3675,water and nutrients,Parthenium hysterophorus,control_alone,4.712515252,11.64,Oduor 2021,non-leguminous forb,non-leguminous forb,1.373,36.8529,2018
1559,4.426002711,Ocimum gratissimum,low water - high nutrients,5,5,Shoot mass,11.395,water and nutrients,Parthenium hysterophorus,control_alone,11.20729539,12.062,Oduor 2021,non-leguminous forb,non-leguminous forb,1.373,36.8529,2018
1560,2.74917624,Ocimum gratissimum,low water - low nutrients,5,5,Shoot mass,7.228,water and nutrients,Parthenium hysterophorus,control_alone,1.15419669,9.128,Oduor 2021,non-leguminous forb,non-leguminous forb,1.373,36.8529,2018
1561,4.243468511,Ocimum gratissimum,low water - None,5,5,Shoot mass,7.7075,water and nutrients,Parthenium hysterophorus,control_alone,2.810769468,7.1275,Oduor 2021,non-leguminous forb,non-leguminous forb,1.373,36.8529,2018
1562,3.349203886,Ocimum gratissimum,high water - high nutrients,5,5,Shoot mass,11.315,water and nutrients,Parthenium hysterophorus,interaction,3.956522042,8.29,Oduor 2021,non-leguminous forb,non-leguminous forb,1.373,36.8529,2018
1563,4.148508166,Ocimum gratissimum,high water - low nutrients,5,5,Shoot mass,7.762,water and nutrients,Parthenium hysterophorus,interaction,4.409885675,9.9975,Oduor 2021,non-leguminous forb,non-leguminous forb,1.373,36.8529,2018
1564,2.957194617,Ocimum gratissimum,high water - None,5,5,Shoot mass,10.49,water and nutrients,Parthenium hysterophorus,interaction,5.144343496,9.078,Oduor 2021,non-leguminous forb,non-leguminous forb,1.373,36.8529,2018
1565,8.799683233,Ocimum gratissimum,low water - high nutrients,5,5,Shoot mass,11.7525,water and nutrients,Parthenium hysterophorus,interaction,3.652838622,6.426,Oduor 2021,non-leguminous forb,non-leguminous forb,1.373,36.8529,2018
1566,1.770946075,Ocimum gratissimum,low water - low nutrients,5,5,Shoot mass,4.61,water and nutrients,Parthenium hysterophorus,interaction,2.759224529,5.022,Oduor 2021,non-leguminous forb,non-leguminous forb,1.373,36.8529,2018
1567,4.40334248,Ocimum gratissimum,low water - None,5,5,Shoot mass,5.1225,water and nutrients,Parthenium hysterophorus,interaction,3.962240528,6.65,Oduor 2021,non-leguminous forb,non-leguminous forb,1.373,36.8529,2018
1568,2.892887831,Rhynchelytrum repens,high water - high nutrients,5,5,Shoot mass,15.25,water and nutrients,Parthenium hysterophorus,control_alone,10.24977463,20.074,Oduor 2021,grass,non-leguminous forb,1.373,36.8529,2018
1569,6.476302314,Rhynchelytrum repens,high water - low nutrients,5,5,Shoot mass,15.1325,water and nutrients,Parthenium hysterophorus,control_alone,4.693019284,17.006,Oduor 2021,grass,non-leguminous forb,1.373,36.8529,2018
1570,2.905997247,Rhynchelytrum repens,high water - None,5,5,Shoot mass,11.422,water and nutrients,Parthenium hysterophorus,control_alone,10.01966666,19.608,Oduor 2021,grass,non-leguminous forb,1.373,36.8529,2018
1571,1.987126065,Rhynchelytrum repens,low water - high nutrients,5,5,Shoot mass,11.958,water and nutrients,Parthenium hysterophorus,control_alone,4.099469478,12.85,Oduor 2021,grass,non-leguminous forb,1.373,36.8529,2018
1572,4.972767841,Rhynchelytrum repens,low water - low nutrients,5,5,Shoot mass,12.012,water and nutrients,Parthenium hysterophorus,control_alone,0.880014204,11.5725,Oduor 2021,grass,non-leguminous forb,1.373,36.8529,2018
1573,2.539541297,Rhynchelytrum repens,low water - None,5,5,Shoot mass,10.492,water and nutrients,Parthenium hysterophorus,control_alone,2.23044166,15.572,Oduor 2021,grass,non-leguminous forb,1.373,36.8529,2018
1574,4.511482018,Rhynchelytrum repens,high water - high nutrients,5,5,Shoot mass,12.668,water and nutrients,Parthenium hysterophorus,interaction,2.29894976,14.028,Oduor 2021,grass,non-leguminous forb,1.373,36.8529,2018
1575,4.512058289,Rhynchelytrum repens,high water - low nutrients,5,5,Shoot mass,15.512,water and nutrients,Parthenium hysterophorus,interaction,7.549223801,15.026,Oduor 2021,grass,non-leguminous forb,1.373,36.8529,2018
1576,6.858970039,Rhynchelytrum repens,high water - None,5,5,Shoot mass,10.372,water and nutrients,Parthenium hysterophorus,interaction,4.558428457,12.528,Oduor 2021,grass,non-leguminous forb,1.373,36.8529,2018
1577,4.573696536,Rhynchelytrum repens,low water - high nutrients,5,5,Shoot mass,11.34,water and nutrients,Parthenium hysterophorus,interaction,2.352558182,13.766,Oduor 2021,grass,non-leguminous forb,1.373,36.8529,2018
1578,1.547142527,Rhynchelytrum repens,low water - low nutrients,5,5,Shoot mass,12.73,water and nutrients,Parthenium hysterophorus,interaction,8.131251441,15.93,Oduor 2021,grass,non-leguminous forb,1.373,36.8529,2018
1579,2.625000952,Rhynchelytrum repens,low water - None,5,5,Shoot mass,11.566,water and nutrients,Parthenium hysterophorus,interaction,2.017808217,11.4,Oduor 2021,grass,non-leguminous forb,1.373,36.8529,2018
1580,0.549302588,Sonchus luxurians,high water - high nutrients,5,5,Shoot mass,2.126666667,water and nutrients,Parthenium hysterophorus,control_alone,2.502332245,8.45,Oduor 2021,non-leguminous forb,non-leguminous forb,1.373,36.8529,2018
1581,0.284077454,Sonchus luxurians,high water - low nutrients,5,5,Shoot mass,2.705,water and nutrients,Parthenium hysterophorus,control_alone,1.937377093,3.136,Oduor 2021,non-leguminous forb,non-leguminous forb,1.373,36.8529,2018
1582,0.97024052,Sonchus luxurians,high water - None,5,5,Shoot mass,2.975,water and nutrients,Parthenium hysterophorus,control_alone,1.701656056,2.605,Oduor 2021,non-leguminous forb,non-leguminous forb,1.373,36.8529,2018
1583,1.003568632,Sonchus luxurians,low water - high nutrients,5,5,Shoot mass,1.43,water and nutrients,Parthenium hysterophorus,control_alone,0.650589476,0.98,Oduor 2021,non-leguminous forb,non-leguminous forb,1.373,36.8529,2018
1584,2.598426447,Sonchus luxurians,low water - low nutrients,5,5,Shoot mass,2.412,water and nutrients,Parthenium hysterophorus,control_alone,0.381837662,1.33,Oduor 2021,non-leguminous forb,non-leguminous forb,1.373,36.8529,2018
1585,2.729424543,Sonchus luxurians,low water - None,5,5,Shoot mass,3.2125,water and nutrients,Parthenium hysterophorus,control_alone,1.332842751,7.21,Oduor 2021,non-leguminous forb,non-leguminous forb,1.373,36.8529,2018
1586,0.431161223,Sonchus luxurians,high water - high nutrients,5,5,Shoot mass,1.735,water and nutrients,Parthenium hysterophorus,interaction,0.897236498,1.013333333,Oduor 2021,non-leguminous forb,non-leguminous forb,1.373,36.8529,2018
1587,0.718145761,Sonchus luxurians,high water - low nutrients,5,5,Shoot mass,1.663333333,water and nutrients,Parthenium hysterophorus,interaction,8.950998082,5.605,Oduor 2021,non-leguminous forb,non-leguminous forb,1.373,36.8529,2018
1588,4.676240259,Sonchus luxurians,high water - None,5,5,Shoot mass,10.12,water and nutrients,Parthenium hysterophorus,interaction,1.175992489,1.2525,Oduor 2021,non-leguminous forb,non-leguminous forb,1.373,36.8529,2018
1589,3.339241431,Sonchus luxurians,low water - high nutrients,5,5,Shoot mass,2.546666667,water and nutrients,Parthenium hysterophorus,interaction,1.127031499,1.61,Oduor 2021,non-leguminous forb,non-leguminous forb,1.373,36.8529,2018
1590,1.9182883,Sonchus luxurians,low water - low nutrients,5,5,Shoot mass,2.894,water and nutrients,Parthenium hysterophorus,interaction,1.760616369,1.988,Oduor 2021,non-leguminous forb,non-leguminous forb,1.373,36.8529,2018
1591,1.904214624,Sonchus luxurians,low water - None,5,5,Shoot mass,2.446666667,water and nutrients,Parthenium hysterophorus,interaction,9.149961749,8.05,Oduor 2021,non-leguminous forb,non-leguminous forb,1.373,36.8529,2018
1592,5.695729102,Sporobolus pyramidalis,high water - high nutrients,5,5,Shoot mass,37.124,water and nutrients,Parthenium hysterophorus,control_alone,16.63599922,28.248,Oduor 2021,grass,non-leguminous forb,1.373,36.8529,2018
1593,4.61271612,Sporobolus pyramidalis,high water - low nutrients,5,5,Shoot mass,30.4,water and nutrients,Parthenium hysterophorus,control_alone,5.471025498,20.138,Oduor 2021,grass,non-leguminous forb,1.373,36.8529,2018
1594,12.2532661,Sporobolus pyramidalis,high water - None,5,5,Shoot mass,33.164,water and nutrients,Parthenium hysterophorus,control_alone,8.918846899,26.256,Oduor 2021,grass,non-leguminous forb,1.373,36.8529,2018
1595,6.731807335,Sporobolus pyramidalis,low water - high nutrients,5,5,Shoot mass,32.194,water and nutrients,Parthenium hysterophorus,control_alone,7.477718235,23.832,Oduor 2021,grass,non-leguminous forb,1.373,36.8529,2018
1596,6.960925226,Sporobolus pyramidalis,low water - low nutrients,5,5,Shoot mass,28.234,water and nutrients,Parthenium hysterophorus,control_alone,7.464263527,12.644,Oduor 2021,grass,non-leguminous forb,1.373,36.8529,2018
1597,6.348506123,Sporobolus pyramidalis,low water - None,5,5,Shoot mass,26.186,water and nutrients,Parthenium hysterophorus,control_alone,6.928911891,25.832,Oduor 2021,grass,non-leguminous forb,1.373,36.8529,2018
1598,10.29533713,Sporobolus pyramidalis,high water - high nutrients,5,5,Shoot mass,20.745,water and nutrients,Parthenium hysterophorus,interaction,10.25937295,15.94,Oduor 2021,grass,non-leguminous forb,1.373,36.8529,2018
1599,8.071525259,Sporobolus pyramidalis,high water - low nutrients,5,5,Shoot mass,11.502,water and nutrients,Parthenium hysterophorus,interaction,5.639296942,21.622,Oduor 2021,grass,non-leguminous forb,1.373,36.8529,2018
1600,5.325701049,Sporobolus pyramidalis,high water - None,5,5,Shoot mass,21.4825,water and nutrients,Parthenium hysterophorus,interaction,21.90279187,28.5675,Oduor 2021,grass,non-leguminous forb,1.373,36.8529,2018
1601,3.359630932,Sporobolus pyramidalis,low water - high nutrients,5,5,Shoot mass,10.518,water and nutrients,Parthenium hysterophorus,interaction,13.28409086,16.972,Oduor 2021,grass,non-leguminous forb,1.373,36.8529,2018
1602,3.883095415,Sporobolus pyramidalis,low water - low nutrients,5,5,Shoot mass,18.794,water and nutrients,Parthenium hysterophorus,interaction,4.810741107,18.354,Oduor 2021,grass,non-leguminous forb,1.373,36.8529,2018
1603,2.010273613,Sporobolus pyramidalis,low water - None,5,5,Shoot mass,21.01,water and nutrients,Parthenium hysterophorus,interaction,11.5621318,20.8525,Oduor 2021,grass,non-leguminous forb,1.373,36.8529,2018
1604,0.242868277,Symphyotrichum laeve,Brome soil,19,19,Shoot mass,0.164157895,soil conditioning,Bromus inermis,control_alone,0.308807193,0.148,Stotz et al. 2018,non-leguminous forb,grass,53.695209,113.632746,2016
1605,0.195491537,Symphyotrichum laeve,Brome soil,18,18,Shoot mass,0.104111111,soil conditioning,Bromus inermis,interaction,0.213444927,0.1016,Stotz et al. 2018,non-leguminous forb,grass,53.695209,113.632746,2016
1606,0.261262545,Symphyotrichum laeve,Non-brome soil,18,18,Shoot mass,0.150666667,soil conditioning,Bromus inermis,control_alone,0.219937365,0.128157895,Stotz et al. 2018,non-leguminous forb,grass,53.695209,113.632746,2016
1607,0.059996569,Symphyotrichum laeve,Non-brome soil,18,18,Shoot mass,0.025277778,soil conditioning,Bromus inermis,interaction,0.109468502,0.038277778,Stotz et al. 2018,non-leguminous forb,grass,53.695209,113.632746,2016
1608,33.48842809,Elymus multisetus,21_yes_21_no,70,70,Shoot mass,23.84314286,population,Bromus tectorum,interaction,33.48842809,23.84314286,Rowe & Leger 2010,grass,grass,39.6657,120.0283,2007
1609,285.3026845,Elymus multisetus,21_yes_21_no,12,12,Shoot mass,392.0766667,population,Bromus tectorum,control_alone,285.3026845,392.0766667,Rowe & Leger 2010,grass,grass,39.6657,120.0283,2007
1610,40.66155461,Elymus multisetus,22_yes_22_no,13,13,Shoot mass,30.93307692,population,Bromus tectorum,interaction,40.66155461,30.93307692,Rowe & Leger 2010,grass,grass,39.6657,120.0283,2007
1611,50.82683543,Elymus multisetus,22_yes_22_no,2,2,Shoot mass,228.17,population,Bromus tectorum,control_alone,50.82683543,228.17,Rowe & Leger 2010,grass,grass,39.6657,120.0283,2007
